x_true, y_true, vx_true, vy_true, x_est, y_est, vx_est, vy_est, sensor, nis, RMSE_x, RMSE_y, RMSE_vx, RMSE_vy
-19.6069, -9.4147, -4.7359, 1.0191, -19.6129, -9.2271, -4.7673, 1.1557, R, 1.0508, 0.0669, 0.0864, 0.3948, 0.2341
-19.8431, -9.3607, -4.7049, 1.1408, -19.8685, -9.0957, -4.7481, 1.4638, L, 1.1852, 0.0668, 0.0874, 0.3942, 0.2344
-20.0775, -9.3006, -4.6707, 1.2622, -20.1089, -8.9898, -4.7165, 1.6629, R, 4.8627, 0.0668, 0.0888, 0.3937, 0.2351
-20.3102, -9.2345, -4.6333, 1.3830, -20.2657, -9.1484, -4.5813, 1.1718, L, 14.6645, 0.0667, 0.0888, 0.3931, 0.2350
-20.5409, -9.1623, -4.5927, 1.5033, -20.5034, -9.1120, -4.5953, 1.1959, R, 1.5520, 0.0666, 0.0887, 0.3926, 0.2352
-20.7696, -9.0841, -4.5490, 1.6230, -20.7278, -9.0091, -4.5625, 1.3835, L, 0.7805, 0.0666, 0.0887, 0.3920, 0.2352
-20.9959, -8.9999, -4.5020, 1.7418, -20.9702, -8.9286, -4.5409, 1.5146, R, 2.5310, 0.0665, 0.0887, 0.3915, 0.2352
-21.2198, -8.9099, -4.4519, 1.8597, -21.1649, -8.8612, -4.4602, 1.5780, L, 1.1393, 0.0665, 0.0886, 0.3909, 0.2354
-21.4412, -8.8139, -4.3986, 1.9767, -21.3978, -8.7749, -4.4192, 1.7027, R, 1.9658, 0.0664, 0.0885, 0.3904, 0.2355
-21.6597, -8.7122, -4.3422, 2.0925, -21.5867, -8.7561, -4.3412, 1.6284, L, 1.3777, 0.0664, 0.0884, 0.3898, 0.2364
-21.8754, -8.6047, -4.2827, 2.2071, -21.7753, -8.6149, -4.1539, 1.9009, R, 6.2861, 0.0666, 0.0883, 0.3893, 0.2366
-22.0881, -8.4914, -4.2201, 2.3204, -21.9780, -8.5353, -4.1038, 1.9612, L, 0.0849, 0.0667, 0.0882, 0.3888, 0.2371
-22.2975, -8.3726, -4.1544, 2.4323, -22.1878, -8.4325, -4.1121, 2.0400, R, 2.1578, 0.0669, 0.0881, 0.3883, 0.2377
-22.5035, -8.2482, -4.0856, 2.5427, -22.4230, -8.3265, -4.1125, 2.1452, L, 1.4023, 0.0669, 0.0881, 0.3878, 0.2382
-22.7061, -8.1183, -4.0139, 2.6515, -22.6124, -8.2142, -4.0138, 2.2562, R, 0.7909, 0.0670, 0.0881, 0.3872, 0.2388
-22.9049, -7.9830, -3.9392, 2.7585, -22.8612, -7.9486, -3.9811, 2.7204, L, 6.2057, 0.0669, 0.0880, 0.3867, 0.2385
-23.1000, -7.8424, -3.8616, 2.8637, -23.0523, -7.7955, -3.8064, 2.9106, R, 3.1688, 0.0669, 0.0879, 0.3862, 0.2382
-23.2911, -7.6966, -3.7812, 2.9670, -23.2829, -7.6103, -3.7640, 3.1245, L, 2.2197, 0.0668, 0.0879, 0.3856, 0.2380
-23.4781, -7.5457, -3.6979, 3.0683, -23.4855, -7.4722, -3.7923, 3.1430, R, 2.0535, 0.0667, 0.0879, 0.3852, 0.2377
-23.6609, -7.3898, -3.6119, 3.1675, -23.6488, -7.3331, -3.6737, 3.1952, L, 0.6915, 0.0666, 0.0878, 0.3846, 0.2374
-23.8393, -7.2290, -3.5232, 3.2645, -23.8421, -7.1702, -3.6358, 3.2828, R, 0.9356, 0.0665, 0.0877, 0.3842, 0.2371
-24.0132, -7.0634, -3.4319, 3.3592, -23.9985, -7.0900, -3.5392, 3.1822, L, 2.1906, 0.0665, 0.0876, 0.3837, 0.2369
-24.1825, -6.8931, -3.3380, 3.4515, -24.1665, -6.9059, -3.4141, 3.3305, R, 1.9365, 0.0664, 0.0875, 0.3832, 0.2367
-24.3470, -6.7182, -3.2417, 3.5414, -24.3319, -6.6421, -3.2821, 3.6276, L, 3.0327, 0.0663, 0.0875, 0.3827, 0.2364
-24.5066, -6.5390, -3.1429, 3.6287, -24.4996, -6.4641, -3.1493, 3.7275, R, 3.4610, 0.0662, 0.0874, 0.3822, 0.2361
-24.6612, -6.3554, -3.0418, 3.7135, -24.5915, -6.3379, -2.9612, 3.6735, L, 5.2855, 0.0662, 0.0873, 0.3817, 0.2358
-24.8107, -6.1676, -2.9385, 3.7955, -24.7326, -6.1503, -2.8533, 3.7587, R, 0.2980, 0.0662, 0.0872, 0.3812, 0.2355
-24.9550, -5.9759, -2.8330, 3.8748, -24.9178, -5.9399, -2.8107, 3.8912, L, 2.8140, 0.0662, 0.0871, 0.3807, 0.2352
-25.0940, -5.7802, -2.7254, 3.9513, -25.0496, -5.7337, -2.7030, 3.9827, R, 1.8358, 0.0661, 0.0870, 0.3802, 0.2349
-25.2276, -5.5808, -2.6158, 4.0249, -25.1809, -5.5676, -2.6017, 3.9854, L, 0.3827, 0.0661, 0.0869, 0.3797, 0.2346
-25.3556, -5.3778, -2.5043, 4.0956, -25.3355, -5.3822, -2.6080, 4.0034, R, 1.2955, 0.0660, 0.0868, 0.3792, 0.2343
-25.4779, -5.1713, -2.3911, 4.1632, -25.4824, -5.1535, -2.5316, 4.1248, L, 0.6044, 0.0659, 0.0867, 0.3788, 0.2340
-25.5946, -4.9615, -2.2761, 4.2278, -25.6134, -4.9790, -2.5233, 4.0938, R, 6.1329, 0.0658, 0.0866, 0.3785, 0.2338
-25.7055, -4.7486, -2.1596, 4.2893, -25.7277, -4.8139, -2.4287, 4.0639, L, 0.5457, 0.0658, 0.0865, 0.3782, 0.2338
-25.8105, -4.5327, -2.0415, 4.3476, -25.8478, -4.6079, -2.3543, 4.1152, R, 0.1342, 0.0657, 0.0865, 0.3781, 0.2338
-25.9096, -4.3139, -1.9220, 4.4028, -25.9636, -4.3588, -2.2543, 4.2499, L, 0.5568, 0.0657, 0.0864, 0.3780, 0.2336
-26.0027, -4.0925, -1.8012, 4.4547, -26.0708, -4.1359, -2.0161, 4.3522, R, 11.4077, 0.0657, 0.0864, 0.3776, 0.2334
-26.0897, -3.8686, -1.6793, 4.5034, -26.1642, -3.8422, -1.8596, 4.5537, L, 1.8553, 0.0657, 0.0863, 0.3773, 0.2331
-26.1706, -3.6423, -1.5562, 4.5487, -26.2376, -3.6011, -1.5875, 4.6519, R, 3.3062, 0.0657, 0.0862, 0.3768, 0.2329
-26.2453, -3.4138, -1.4322, 4.5908, -26.2638, -3.3335, -1.3346, 4.7548, L, 4.2002, 0.0656, 0.0862, 0.3763, 0.2327
-26.3138, -3.1833, -1.3073, 4.6295, -26.3144, -3.0874, -1.1133, 4.8160, R, 0.2381, 0.0656, 0.0862, 0.3760, 0.2326
-26.3760, -2.9510, -1.1816, 4.6649, -26.3347, -2.8578, -0.8972, 4.8199, L, 1.3993, 0.0655, 0.0862, 0.3758, 0.2324
-26.4319, -2.7170, -1.0553, 4.6970, -26.3946, -2.6341, -0.8143, 4.8116, R, 1.6615, 0.0654, 0.0862, 0.3755, 0.2322
-26.4815, -2.4814, -0.9284, 4.7256, -26.4673, -2.4962, -0.7562, 4.6502, L, 5.9525, 0.0654, 0.0861, 0.3751, 0.2319
-26.5247, -2.2446, -0.8011, 4.7509, -26.5242, -2.2623, -0.7072, 4.6701, R, 1.1996, 0.0653, 0.0860, 0.3746, 0.2317
-26.5616, -2.0065, -0.6734, 4.7728, -26.5731, -2.0717, -0.6115, 4.6108, L, 1.1369, 0.0652, 0.0859, 0.3742, 0.2315
-26.5921, -1.7674, -0.5456, 4.7914, -26.6049, -1.8369, -0.5434, 4.6280, R, 2.0423, 0.0651, 0.0859, 0.3737, 0.2314
-26.6161, -1.5275, -0.4176, 4.8066, -26.6034, -1.5840, -0.3684, 4.6756, L, 1.1494, 0.0650, 0.0858, 0.3732, 0.2312
-26.6338, -1.2869, -0.2895, 4.8185, -26.5996, -1.3582, -0.1554, 4.6688, R, 1.6200, 0.0650, 0.0858, 0.3728, 0.2310
-26.6451, -1.0459, -0.1616, 4.8271, -26.6032, -1.1303, -0.0175, 4.6608, L, 0.0105, 0.0649, 0.0858, 0.3724, 0.2309
-26.6500, -0.8044, -0.0339, 4.8324, -26.6331, -0.9092, 0.0400, 4.6441, R, 5.1657, 0.0649, 0.0858, 0.3720, 0.2308
-26.6485, -0.5628, 0.0935, 4.8344, -26.6453, -0.6520, 0.1458, 4.6932, L, 0.6370, 0.0648, 0.0859, 0.3715, 0.2306
-26.6406, -0.3212, 0.2206, 4.8332, -26.6322, -0.4104, 0.3424, 4.7024, R, 2.2707, 0.0647, 0.0859, 0.3711, 0.2304
-26.6264, -0.0797, 0.3471, 4.8287, -26.5868, -0.1039, 0.5483, 4.8171, L, 2.6348, 0.0646, 0.0858, 0.3708, 0.2301
-26.6059, 0.1615, 0.4730, 4.8212, -26.5677, 0.1367, 0.6896, 4.8032, R, 2.7511, 0.0646, 0.0857, 0.3705, 0.2298
-26.5792, 0.4022, 0.5983, 4.8104, -26.5440, 0.4375, 0.8250, 4.8997, L, 1.5349, 0.0645, 0.0856, 0.3702, 0.2296
-26.5462, 0.6423, 0.7227, 4.7967, -26.5330, 0.6779, 0.8389, 4.8776, R, 1.8168, 0.0645, 0.0855, 0.3698, 0.2293
-26.5069, 0.8817, 0.8463, 4.7799, -26.5264, 0.9635, 0.9063, 4.9443, L, 2.7826, 0.0644, 0.0855, 0.3693, 0.2292
-26.4616, 1.1201, 0.9690, 4.7601, -26.4884, 1.2304, 0.9178, 4.9664, R, 6.6935, 0.0643, 0.0856, 0.3689, 0.2291
-26.4101, 1.3575, 1.0905, 4.7374, -26.4334, 1.4610, 1.0406, 4.9103, L, 0.1604, 0.0643, 0.0856, 0.3684, 0.2290
-26.3526, 1.5936, 1.2110, 4.7118, -26.3937, 1.6780, 1.0875, 4.8386, R, 8.3209, 0.0642, 0.0856, 0.3680, 0.2288
-26.2891, 1.8284, 1.3302, 4.6834, -26.3413, 1.8804, 1.1792, 4.7412, L, 0.5065, 0.0642, 0.0855, 0.3677, 0.2286
-26.2197, 2.0617, 1.4481, 4.6524, -26.2716, 2.1112, 1.3319, 4.6982, R, 0.3688, 0.0642, 0.0855, 0.3673, 0.2283
-26.1444, 2.2934, 1.5647, 4.6186, -26.2116, 2.2956, 1.4157, 4.5743, L, 0.8716, 0.0642, 0.0854, 0.3669, 0.2280
-26.0633, 2.5234, 1.6798, 4.5822, -26.1485, 2.5217, 1.4565, 4.5447, R, 0.5717, 0.0642, 0.0853, 0.3666, 0.2278
-25.9765, 2.7514, 1.7934, 4.5433, -26.0712, 2.7661, 1.5606, 4.5464, L, 0.1102, 0.0643, 0.0852, 0.3663, 0.2275
-25.8841, 2.9775, 1.9054, 4.5020, -25.9744, 2.9880, 1.7918, 4.4810, R, 3.1284, 0.0644, 0.0851, 0.3659, 0.2272
-25.7861, 3.2014, 2.0158, 4.4583, -25.8714, 3.2754, 1.9354, 4.5552, L, 1.4238, 0.0645, 0.0850, 0.3655, 0.2270
-25.6826, 3.4231, 2.1245, 4.4123, -25.7881, 3.5068, 2.0278, 4.5192, R, 2.1088, 0.0646, 0.0850, 0.3651, 0.2268
-25.5737, 3.6424, 2.2315, 4.3640, -25.6828, 3.7021, 2.1371, 4.4103, L, 0.2994, 0.0647, 0.0850, 0.3647, 0.2265
-25.4596, 3.8592, 2.3366, 4.3137, -25.5661, 3.9085, 2.2729, 4.3248, R, 1.1462, 0.0649, 0.0849, 0.3643, 0.2262
-25.3402, 4.0735, 2.4399, 4.2612, -25.5007, 4.0798, 2.2884, 4.1968, L, 3.7471, 0.0653, 0.0848, 0.3639, 0.2260
-25.2157, 4.2851, 2.5413, 4.2069, -25.3780, 4.2793, 2.4097, 4.1166, R, 0.5938, 0.0657, 0.0847, 0.3635, 0.2258
-25.0863, 4.4940, 2.6407, 4.1506, -25.2163, 4.5019, 2.5855, 4.0757, L, 2.0755, 0.0659, 0.0846, 0.3631, 0.2255
-24.9518, 4.7000, 2.7382, 4.0925, -25.0667, 4.6972, 2.6594, 4.0020, R, 9.0071, 0.0660, 0.0845, 0.3627, 0.2253
-24.8126, 4.9030, 2.8336, 4.0327, -24.9488, 4.8900, 2.7274, 3.9298, L, 0.4098, 0.0663, 0.0844, 0.3623, 0.2251
-24.6686, 5.1030, 2.9270, 3.9713, -24.7929, 5.0798, 2.8460, 3.8472, R, 2.3211, 0.0665, 0.0843, 0.3619, 0.2249
-24.5201, 5.2999, 3.0183, 3.9084, -24.6229, 5.2993, 2.9880, 3.8252, L, 0.9592, 0.0666, 0.0842, 0.3615, 0.2247
-24.3670, 5.4937, 3.1075, 3.8440, -24.4505, 5.4762, 3.1799, 3.6952, R, 0.8522, 0.0666, 0.0841, 0.3611, 0.2245
-24.2095, 5.6841, 3.1946, 3.7783, -24.2621, 5.6487, 3.3242, 3.5748, L, 1.2046, 0.0666, 0.0840, 0.3607, 0.2245
-24.0477, 5.8713, 3.2796, 3.7113, -24.0976, 5.8071, 3.4454, 3.4332, R, 3.0888, 0.0666, 0.0840, 0.3604, 0.2246
-23.8818, 6.0551, 3.3624, 3.6431, -23.9228, 5.9663, 3.5431, 3.3100, L, 0.0350, 0.0665, 0.0840, 0.3601, 0.2249
-23.7117, 6.2354, 3.4430, 3.5738, -23.7816, 6.1523, 3.4241, 3.3187, R, 4.8215, 0.0665, 0.0840, 0.3597, 0.2250
-23.5377, 6.4123, 3.5215, 3.5036, -23.6158, 6.3072, 3.4892, 3.2197, L, 0.0714, 0.0666, 0.0841, 0.3592, 0.2252
-23.3598, 6.5856, 3.5978, 3.4324, -23.4678, 6.4800, 3.4652, 3.1945, R, 1.6144, 0.0667, 0.0841, 0.3589, 0.2252
-23.1781, 6.7553, 3.6718, 3.3604, -23.2394, 6.7174, 3.6254, 3.2768, L, 4.3271, 0.0667, 0.0840, 0.3585, 0.2250
-22.9928, 6.9215, 3.7438, 3.2877, -23.0438, 6.8576, 3.6924, 3.1591, R, 5.5036, 0.0666, 0.0840, 0.3581, 0.2248
-22.8040, 7.0839, 3.8135, 3.2143, -22.8298, 7.0347, 3.8042, 3.1209, L, 0.9845, 0.0666, 0.0839, 0.3577, 0.2246
-22.6117, 7.2427, 3.8811, 3.1404, -22.6163, 7.1691, 3.9405, 2.9732, R, 1.6691, 0.0665, 0.0839, 0.3573, 0.2245
-22.4161, 7.3978, 3.9465, 3.0660, -22.4331, 7.3120, 3.9806, 2.8813, L, 0.3018, 0.0664, 0.0839, 0.3568, 0.2244
-22.2173, 7.5492, 4.0097, 2.9912, -22.2012, 7.4397, 4.1977, 2.6967, R, 2.5555, 0.0664, 0.0840, 0.3566, 0.2246
-22.0154, 7.6968, 4.0709, 2.9161, -22.0194, 7.6021, 4.2246, 2.6636, L, 2.1010, 0.0663, 0.0840, 0.3562, 0.2246
-21.8105, 7.8406, 4.1299, 2.8407, -21.8348, 7.7785, 4.1614, 2.7133, R, 5.6541, 0.0662, 0.0840, 0.3558, 0.2245
-21.6026, 7.9807, 4.1868, 2.7653, -21.6282, 7.9200, 4.2143, 2.6439, L, 0.0432, 0.0662, 0.0839, 0.3554, 0.2243
-21.3920, 8.1170, 4.2417, 2.6897, -21.4375, 8.0551, 4.2108, 2.5857, R, 1.5737, 0.0661, 0.0839, 0.3550, 0.2241
-21.1787, 8.2496, 4.2945, 2.6142, -21.2182, 8.0781, 4.2554, 2.2669, L, 4.6561, 0.0661, 0.0842, 0.3546, 0.2244
-20.9628, 8.3783, 4.3453, 2.5387, -21.0270, 8.2348, 4.1640, 2.3359, R, 5.7813, 0.0661, 0.0844, 0.3543, 0.2244
-20.7444, 8.5033, 4.3941, 2.4634, -20.8506, 8.3892, 4.1572, 2.3561, L, 2.9500, 0.0662, 0.0844, 0.3541, 0.2242
-20.5237, 8.6246, 4.4409, 2.3883, -20.6060, 8.5004, 4.3246, 2.2267, R, 4.7787, 0.0662, 0.0846, 0.3538, 0.2241
-20.3006, 8.7421, 4.4858, 2.3136, -20.3539, 8.6439, 4.4276, 2.2160, L, 1.3053, 0.0662, 0.0846, 0.3534, 0.2239
-20.0753, 8.8558, 4.5288, 2.2392, -20.1550, 8.7781, 4.3553, 2.2461, R, 1.4500, 0.0662, 0.0846, 0.3531, 0.2236
-19.8480, 8.9659, 4.5700, 2.1652, -19.9603, 8.8752, 4.3497, 2.1520, L, 0.5863, 0.0664, 0.0846, 0.3528, 0.2234
-19.6186, 9.0723, 4.6094, 2.0918, -19.7610, 8.9948, 4.2970, 2.1552, R, 0.9528, 0.0666, 0.0846, 0.3527, 0.2232
-19.3873, 9.1750, 4.6469, 2.0189, -19.5428, 9.0627, 4.3240, 2.0122, L, 0.7255, 0.0670, 0.0846, 0.3527, 0.2229
-19.1542, 9.2741, 4.6828, 1.9467, -19.2991, 9.1720, 4.4354, 1.9460, R, 4.6538, 0.0672, 0.0847, 0.3525, 0.2227
-18.9193, 9.3696, 4.7169, 1.8751, -19.0097, 9.2678, 4.5722, 1.8692, L, 6.1190, 0.0673, 0.0847, 0.3522, 0.2224
-18.6827, 9.4615, 4.7494, 1.8043, -18.7927, 9.3501, 4.5950, 1.7658, R, 1.7110, 0.0674, 0.0848, 0.3518, 0.2222
-18.4446, 9.5500, 4.7803, 1.7343, -18.5354, 9.4550, 4.6708, 1.7298, L, 0.7034, 0.0675, 0.0848, 0.3515, 0.2219
-18.2049, 9.6349, 4.8096, 1.6651, -18.2684, 9.4831, 4.8300, 1.4374, R, 5.7617, 0.0675, 0.0850, 0.3511, 0.2219
-17.9639, 9.7164, 4.8374, 1.5969, -17.9683, 9.6220, 4.9733, 1.4916, L, 2.9743, 0.0674, 0.0850, 0.3508, 0.2218
-17.7214, 9.7946, 4.8637, 1.5296, -17.7206, 9.7216, 4.9334, 1.5223, R, 2.9148, 0.0673, 0.0850, 0.3504, 0.2215
-17.4777, 9.8694, 4.8886, 1.4634, -17.4435, 9.8310, 5.0135, 1.5252, L, 0.7679, 0.0673, 0.0849, 0.3501, 0.2213
-17.2328, 9.9409, 4.9120, 1.3982, -17.1921, 9.9126, 5.0455, 1.4593, R, 0.3947, 0.0672, 0.0849, 0.3498, 0.2211
-16.9868, 10.0091, 4.9342, 1.3341, -16.9184, 10.0368, 5.1127, 1.5095, L, 0.8464, 0.0672, 0.0848, 0.3495, 0.2210
-16.7396, 10.0743, 4.9551, 1.2711, -16.6597, 10.1087, 5.1403, 1.4303, R, 0.0411, 0.0673, 0.0847, 0.3492, 0.2209
-16.4915, 10.1362, 4.9747, 1.2094, -16.4150, 10.2098, 5.1470, 1.4324, L, 1.0788, 0.0673, 0.0847, 0.3489, 0.2209
-16.2424, 10.1952, 4.9931, 1.1488, -16.1539, 10.2827, 5.1895, 1.3531, R, 0.4644, 0.0673, 0.0847, 0.3487, 0.2208
-15.9924, 10.2511, 5.0104, 1.0896, -15.9286, 10.2915, 5.1361, 1.1468, L, 1.1670, 0.0673, 0.0846, 0.3483, 0.2206
-15.7416, 10.3041, 5.0266, 1.0316, -15.6795, 10.3596, 5.1179, 1.1238, R, 0.2642, 0.0673, 0.0846, 0.3480, 0.2204
-15.4899, 10.3543, 5.0417, 0.9750, -15.4700, 10.3371, 5.0313, 0.8759, L, 2.1088, 0.0672, 0.0845, 0.3476, 0.2202
-15.2376, 10.4016, 5.0558, 0.9197, -15.1695, 10.3646, 5.1950, 0.6828, R, 7.5545, 0.0672, 0.0844, 0.3473, 0.2203
-14.9846, 10.4462, 5.0689, 0.8658, -14.9093, 10.4165, 5.2165, 0.6301, L, 0.2195, 0.0673, 0.0843, 0.3470, 0.2203
-14.7309, 10.4882, 5.0811, 0.8134, -14.6690, 10.4519, 5.0990, 0.6498, R, 6.6569, 0.0673, 0.0843, 0.3466, 0.2202
-14.4766, 10.5276, 5.0924, 0.7624, -14.4343, 10.4075, 5.0442, 0.3998, L, 2.1548, 0.0672, 0.0843, 0.3463, 0.2206
-14.2218, 10.5645, 5.1029, 0.7129, -14.1750, 10.4316, 5.0539, 0.3396, R, 0.5644, 0.0672, 0.0845, 0.3459, 0.2210
-13.9665, 10.5989, 5.1126, 0.6649, -13.8569, 10.5983, 5.2200, 0.6231, L, 7.7013, 0.0673, 0.0844, 0.3456, 0.2208
-13.7107, 10.6310, 5.1216, 0.6185, -13.5986, 10.6657, 5.1688, 0.7321, R, 1.7136, 0.0674, 0.0843, 0.3452, 0.2206
-13.4545, 10.6608, 5.1298, 0.5736, -13.3561, 10.6578, 5.1370, 0.5831, L, 0.7062, 0.0675, 0.0842, 0.3449, 0.2204
-13.1979, 10.6884, 5.1374, 0.5303, -13.0918, 10.6827, 5.1689, 0.5090, R, 0.2591, 0.0676, 0.0841, 0.3445, 0.2202
-12.9409, 10.7138, 5.1444, 0.4886, -12.8352, 10.7806, 5.1934, 0.6293, L, 3.7760, 0.0677, 0.0841, 0.3441, 0.2200
-12.6836, 10.7373, 5.1507, 0.4485, -12.5667, 10.8346, 5.2087, 0.6599, R, 1.2085, 0.0678, 0.0841, 0.3438, 0.2200
-12.4260, 10.7587, 5.1565, 0.4100, -12.3421, 10.7917, 5.1298, 0.4446, L, 2.1755, 0.0679, 0.0841, 0.3434, 0.2198
-12.1681, 10.7783, 5.1618, 0.3732, -12.0843, 10.8296, 5.1169, 0.4699, R, 0.4137, 0.0679, 0.0840, 0.3431, 0.2196
-11.9100, 10.7961, 5.1666, 0.3380, -11.8379, 10.8956, 5.1187, 0.5286, L, 1.9341, 0.0679, 0.0840, 0.3427, 0.2196
-11.6516, 10.8121, 5.1709, 0.3045, -11.5582, 10.9167, 5.1702, 0.4771, R, 2.7033, 0.0680, 0.0841, 0.3424, 0.2195
-11.3930, 10.8265, 5.1748, 0.2728, -11.3347, 10.9273, 5.1098, 0.4079, L, 0.8270, 0.0680, 0.0841, 0.3420, 0.2193
-11.1342, 10.8394, 5.1784, 0.2427, -11.0717, 10.8537, 5.2085, -0.0432, R, 9.5152, 0.0680, 0.0840, 0.3417, 0.2195
-10.8753, 10.8509, 5.1815, 0.2143, -10.7770, 10.8251, 5.2540, -0.1804, L, 2.7134, 0.0680, 0.0840, 0.3414, 0.2200
-10.6161, 10.8609, 5.1844, 0.1877, -10.5230, 10.8219, 5.2270, -0.2299, R, 0.2567, 0.0681, 0.0839, 0.3410, 0.2206
-10.3569, 10.8697, 5.1869, 0.1628, -10.2922, 10.8122, 5.1722, -0.3070, L, 1.0090, 0.0681, 0.0839, 0.3407, 0.2214
-10.0976, 10.8772, 5.1891, 0.1396, -10.0450, 10.8702, 5.0782, -0.0632, R, 6.7572, 0.0681, 0.0838, 0.3403, 0.2213
-9.8381, 10.8837, 5.1911, 0.1182, -9.7813, 10.9214, 5.1160, 0.0179, L, 2.0170, 0.0680, 0.0837, 0.3400, 0.2212
-9.5785, 10.8891, 5.1928, 0.0986, -9.5561, 10.8971, 5.0504, -0.0754, R, 3.9215, 0.0680, 0.0836, 0.3397, 0.2211
-9.3189, 10.8936, 5.1943, 0.0807, -9.2927, 10.9266, 5.0823, -0.0386, L, 0.6852, 0.0679, 0.0835, 0.3394, 0.2209
-9.0592, 10.8972, 5.1956, 0.0646, -9.0503, 10.9041, 5.0432, -0.0999, R, 2.5649, 0.0679, 0.0835, 0.3391, 0.2208
-8.7994, 10.9001, 5.1967, 0.0502, -8.7822, 10.9395, 5.0866, -0.0422, L, 1.0010, 0.0678, 0.0834, 0.3388, 0.2206
-8.5395, 10.9023, 5.1976, 0.0377, -8.5475, 10.8922, 5.0348, -0.1742, R, 6.4179, 0.0677, 0.0833, 0.3386, 0.2206
-8.2797, 10.9039, 5.1984, 0.0269, -8.3937, 10.8065, 4.8235, -0.3833, L, 4.7581, 0.0679, 0.0833, 0.3387, 0.2212
-8.0197, 10.9050, 5.1990, 0.0180, -8.1444, 10.8183, 4.8246, -0.3175, R, 1.4305, 0.0680, 0.0833, 0.3387, 0.2215
-7.7598, 10.9057, 5.1994, 0.0108, -7.7922, 10.8759, 5.0516, -0.1699, L, 5.7463, 0.0680, 0.0833, 0.3385, 0.2214
-7.4998, 10.9061, 5.1997, 0.0054, -7.5282, 10.8775, 5.0524, -0.1125, R, 1.8610, 0.0679, 0.0832, 0.3382, 0.2212
-7.2398, 10.9063, 5.1999, 0.0018, -7.2500, 10.8684, 5.0976, -0.1270, L, 0.6327, 0.0678, 0.0831, 0.3379, 0.2211
