x_true, y_true, vx_true, vy_true, x_est, y_est, vx_est, vy_est, sensor, RMSE_x, RMSE_y, RMSE_vx, RMSE_vy
0.6000, 0.6000, 5.1999, 0.0000, 0.3122, 0.5803, 1.0000, 1.0000, L, 0.2878, 0.0197, 4.1999, 1.0000
0.8600, 0.6000, 5.1997, 0.0018, 0.8126, 0.6921, 7.1225, 1.3398, R, 0.2062, 0.0665, 3.2662, 1.1812
1.1200, 0.6002, 5.1994, 0.0054, 1.1954, 0.5274, 9.5162, -0.0501, L, 0.1739, 0.0687, 3.6502, 0.9650
1.3800, 0.6006, 5.1990, 0.0108, 1.0820, 0.5615, 4.6149, 2.3374, R, 0.2119, 0.0626, 3.1746, 1.4324
1.6399, 0.6013, 5.1984, 0.0180, 1.4013, 0.6873, 4.9319, 1.9789, L, 0.2175, 0.0679, 2.8419, 1.5525
1.8998, 0.6025, 5.1977, 0.0269, 1.7483, 0.6433, 5.3231, 1.0193, R, 0.2079, 0.0642, 2.5948, 1.4740
2.1597, 0.6041, 5.1968, 0.0377, 2.0550, 0.6908, 5.4270, 0.8987, L, 0.1965, 0.0679, 2.4039, 1.4030
2.4195, 0.6063, 5.1957, 0.0502, 2.2955, 0.6954, 5.2449, 0.7228, R, 0.1890, 0.0709, 2.2487, 1.3337
2.6793, 0.6092, 5.1945, 0.0646, 2.5790, 0.7216, 5.2904, 0.6487, L, 0.1813, 0.0766, 2.1204, 1.2724
2.9390, 0.6128, 5.1931, 0.0807, 2.8604, 0.7083, 5.2992, 0.4353, R, 0.1738, 0.0787, 2.0118, 1.2123
3.1987, 0.6173, 5.1915, 0.0985, 3.1048, 0.7166, 5.2661, 0.4032, L, 0.1681, 0.0808, 1.9183, 1.1596
3.4583, 0.6227, 5.1896, 0.1182, 3.4005, 0.6453, 5.3096, 0.0298, R, 0.1618, 0.0777, 1.8370, 1.1105
3.7177, 0.6291, 5.1875, 0.1396, 3.7129, 0.5800, 5.4043, -0.2436, L, 0.1555, 0.0758, 1.7660, 1.0722
3.9771, 0.6367, 5.1852, 0.1627, 3.9946, 0.5963, 5.4633, -0.1406, R, 0.1499, 0.0739, 1.7033, 1.0364
4.2363, 0.6454, 5.1826, 0.1876, 4.2752, 0.5864, 5.4762, -0.1537, L, 0.1451, 0.0730, 1.6473, 1.0051
4.4954, 0.6555, 5.1796, 0.2142, 4.5323, 0.6044, 5.3307, -0.0754, R, 0.1408, 0.0718, 1.5955, 0.9759
4.7544, 0.6669, 5.1763, 0.2426, 4.7190, 0.6779, 5.1864, 0.2049, L, 0.1369, 0.0697, 1.5478, 0.9468
5.0132, 0.6798, 5.1727, 0.2726, 4.9710, 0.6741, 5.0392, 0.1424, R, 0.1334, 0.0678, 1.5045, 0.9206
5.2717, 0.6942, 5.1687, 0.3044, 5.2728, 0.6687, 5.1284, 0.0911, L, 0.1299, 0.0662, 1.4644, 0.8974
5.5301, 0.7103, 5.1642, 0.3379, 5.5343, 0.6739, 5.2675, 0.1069, R, 0.1266, 0.0651, 1.4276, 0.8762
5.7883, 0.7281, 5.1593, 0.3730, 5.8343, 0.6843, 5.3321, 0.1157, L, 0.1239, 0.0642, 1.3937, 0.8569
6.0462, 0.7476, 5.1539, 0.4098, 6.0741, 0.6267, 5.1280, -0.0940, R, 0.1212, 0.0678, 1.3616, 0.8441
6.3038, 0.7691, 5.1480, 0.4482, 6.3279, 0.7169, 5.1131, 0.1971, L, 0.1187, 0.0672, 1.3317, 0.8272
6.5611, 0.7925, 5.1416, 0.4883, 6.5782, 0.7456, 5.0632, 0.2513, R, 0.1162, 0.0665, 1.3038, 0.8112
6.8181, 0.8180, 5.1345, 0.5300, 6.8240, 0.7455, 5.0512, 0.2144, L, 0.1139, 0.0667, 1.2775, 0.7973
7.0747, 0.8456, 5.1268, 0.5733, 7.0652, 0.7311, 4.8772, 0.1246, R, 0.1117, 0.0692, 1.2537, 0.7868
7.3309, 0.8754, 5.1185, 0.6181, 7.2777, 0.8092, 4.8130, 0.3415, L, 0.1101, 0.0691, 1.2317, 0.7739
7.5867, 0.9074, 5.1095, 0.6645, 7.5780, 0.8230, 5.1584, 0.3491, R, 0.1081, 0.0697, 1.2095, 0.7623
7.8420, 0.9419, 5.0997, 0.7125, 7.8330, 0.8017, 5.1573, 0.2365, L, 0.1062, 0.0733, 1.1885, 0.7542
8.0968, 0.9788, 5.0891, 0.7619, 8.0808, 0.8186, 4.9773, 0.2369, R, 0.1045, 0.0777, 1.1687, 0.7477
8.3511, 1.0181, 5.0777, 0.8128, 8.3162, 0.8351, 4.9524, 0.2521, L, 0.1030, 0.0832, 1.1499, 0.7424
8.6047, 1.0601, 5.0654, 0.8652, 8.5902, 0.9252, 5.2348, 0.4971, R, 0.1014, 0.0853, 1.1322, 0.7336
8.8578, 1.1047, 5.0522, 0.9190, 8.8330, 0.9854, 5.1972, 0.6001, L, 0.0999, 0.0866, 1.1152, 0.7246
9.1101, 1.1521, 5.0380, 0.9742, 9.1254, 1.0238, 5.2445, 0.6189, R, 0.0985, 0.0881, 1.0993, 0.7164
9.3617, 1.2022, 5.0228, 1.0308, 9.3663, 1.0553, 5.2056, 0.6232, L, 0.0971, 0.0903, 1.0839, 0.7095
9.6125, 1.2552, 5.0066, 1.0887, 9.6476, 1.1292, 5.2557, 0.7441, R, 0.0959, 0.0915, 1.0695, 0.7019
9.8625, 1.3112, 4.9892, 1.1479, 9.9272, 1.2619, 5.2752, 1.0102, L, 0.0952, 0.0906, 1.0560, 0.6927
10.1117, 1.3701, 4.9707, 1.2084, 10.1725, 1.3440, 5.0176, 1.0725, R, 0.0944, 0.0895, 1.0421, 0.6839
10.3598, 1.4321, 4.9511, 1.2701, 10.3934, 1.4236, 4.9595, 1.1489, L, 0.0934, 0.0883, 1.0286, 0.6754
10.6069, 1.4972, 4.9301, 1.3330, 10.6234, 1.4939, 4.7256, 1.1586, R, 0.0922, 0.0872, 1.0162, 0.6674
10.8530, 1.5655, 4.9079, 1.3970, 10.8412, 1.5195, 4.6967, 1.0718, L, 0.0911, 0.0865, 1.0043, 0.6612
11.0979, 1.6370, 4.8844, 1.4621, 11.1126, 1.5619, 4.8890, 1.0535, R, 0.0901, 0.0862, 0.9922, 0.6563
11.3416, 1.7118, 4.8595, 1.5283, 11.3950, 1.6081, 4.9593, 1.0302, L, 0.0894, 0.0867, 0.9808, 0.6531
11.5840, 1.7899, 4.8331, 1.5955, 11.6264, 1.6491, 4.8631, 0.9936, R, 0.0886, 0.0883, 0.9696, 0.6519
11.8251, 1.8714, 4.8053, 1.6637, 11.8532, 1.7188, 4.8302, 1.0506, L, 0.0877, 0.0902, 0.9587, 0.6511
12.0647, 1.9564, 4.7760, 1.7327, 12.1138, 1.8025, 4.9907, 1.1540, R, 0.0870, 0.0920, 0.9488, 0.6496
12.3029, 2.0448, 4.7451, 1.8027, 12.3590, 1.8331, 4.9867, 1.0806, L, 0.0865, 0.0961, 0.9393, 0.6512
12.5394, 2.1368, 4.7126, 1.8734, 12.6186, 1.8819, 5.0936, 1.0779, R, 0.0864, 0.1020, 0.9311, 0.6546
12.7743, 2.2323, 4.6784, 1.9448, 12.8190, 2.0338, 4.9801, 1.3517, L, 0.0857, 0.1049, 0.9225, 0.6534
13.0075, 2.3314, 4.6426, 2.0170, 13.0900, 2.1409, 5.1290, 1.4765, R, 0.0856, 0.1072, 0.9159, 0.6513
13.2388, 2.4341, 4.6050, 2.0898, 13.2968, 2.2954, 5.0254, 1.7019, L, 0.0852, 0.1080, 0.9087, 0.6472
13.4682, 2.5405, 4.5656, 2.1632, 13.4718, 2.4215, 4.6115, 1.7770, R, 0.0844, 0.1082, 0.9000, 0.6432
13.6955, 2.6505, 4.5245, 2.2370, 13.7205, 2.5484, 4.6380, 1.8768, L, 0.0836, 0.1081, 0.8916, 0.6390
13.9208, 2.7643, 4.4815, 2.3113, 13.9416, 2.6467, 4.5811, 1.8837, R, 0.0829, 0.1082, 0.8834, 0.6357
14.1439, 2.8818, 4.4366, 2.3860, 14.1694, 2.8149, 4.5642, 2.0825, L, 0.0822, 0.1076, 0.8755, 0.6312
14.3646, 3.0030, 4.3897, 2.4610, 14.4230, 2.9216, 4.7388, 2.1121, R, 0.0819, 0.1072, 0.8689, 0.6273
14.5830, 3.1280, 4.3410, 2.5362, 14.6315, 2.9906, 4.6939, 2.0193, L, 0.0814, 0.1078, 0.8625, 0.6255
14.7989, 3.2568, 4.2902, 2.6116, 14.8655, 3.1392, 4.7383, 2.1604, R, 0.0812, 0.1080, 0.8571, 0.6229
15.0122, 3.3893, 4.2374, 2.6870, 15.0776, 3.3486, 4.6712, 2.4349, L, 0.0809, 0.1072, 0.8516, 0.6185
15.2228, 3.5256, 4.1826, 2.7625, 15.2903, 3.4953, 4.4615, 2.4670, R, 0.0807, 0.1064, 0.8453, 0.6145
15.4306, 3.6657, 4.1257, 2.8379, 15.5049, 3.6977, 4.4278, 2.6782, L, 0.0806, 0.1056, 0.8392, 0.6098
15.6355, 3.8096, 4.0668, 2.9131, 15.7189, 3.8092, 4.3655, 2.6056, R, 0.0807, 0.1047, 0.8333, 0.6061
15.8375, 3.9572, 4.0057, 2.9882, 15.9409, 3.9605, 4.3674, 2.6606, L, 0.0811, 0.1039, 0.8279, 0.6027
16.0363, 4.1085, 3.9425, 3.0629, 16.1413, 4.0900, 4.1530, 2.6068, R, 0.0815, 0.1031, 0.8218, 0.6007
16.2319, 4.2636, 3.8772, 3.1372, 16.3335, 4.3060, 4.1026, 2.8354, L, 0.0818, 0.1025, 0.8160, 0.5972
16.4242, 4.4224, 3.8097, 3.2111, 16.5490, 4.4497, 4.1279, 2.8402, R, 0.0827, 0.1017, 0.8107, 0.5944
16.6130, 4.5849, 3.7400, 3.2844, 16.7239, 4.6313, 4.0586, 2.9505, L, 0.0832, 0.1011, 0.8056, 0.5914
16.7983, 4.7510, 3.6682, 3.3570, 16.8852, 4.7753, 3.6842, 2.8631, R, 0.0832, 0.1004, 0.7996, 0.5901
16.9799, 4.9208, 3.5942, 3.4290, 17.0383, 5.0328, 3.5949, 3.1688, L, 0.0829, 0.1006, 0.7938, 0.5866
17.1579, 5.0941, 3.5180, 3.5001, 17.2166, 5.1676, 3.5543, 3.0924, R, 0.0826, 0.1003, 0.7881, 0.5845
17.3319, 5.2709, 3.4396, 3.5703, 17.3681, 5.3714, 3.4907, 3.2262, L, 0.0821, 0.1003, 0.7826, 0.5818
17.5019, 5.4513, 3.3591, 3.6395, 17.5342, 5.4982, 3.4000, 3.1092, R, 0.0817, 0.0997, 0.7772, 0.5811
17.6679, 5.6351, 3.2764, 3.7076, 17.7210, 5.6374, 3.4365, 3.0632, L, 0.0813, 0.0990, 0.7720, 0.5820
17.8297, 5.8222, 3.1915, 3.7746, 17.8763, 5.7930, 3.2741, 3.0300, R, 0.0810, 0.0984, 0.7669, 0.5845
17.9872, 6.0127, 3.1045, 3.8403, 18.0402, 6.0224, 3.2511, 3.2316, L, 0.0807, 0.0978, 0.7619, 0.5848
18.1402, 6.2064, 3.0154, 3.9046, 18.1993, 6.2038, 3.2218, 3.2787, R, 0.0804, 0.0971, 0.7573, 0.5854
18.2888, 6.4033, 2.9242, 3.9675, 18.3123, 6.4871, 3.0937, 3.5986, L, 0.0799, 0.0970, 0.7526, 0.5831
18.4328, 6.6033, 2.8309, 4.0289, 18.4527, 6.6722, 2.9710, 3.5805, R, 0.0794, 0.0967, 0.7479, 0.5816
18.5720, 6.8064, 2.7356, 4.0887, 18.5970, 6.8221, 2.9723, 3.5067, L, 0.0790, 0.0961, 0.7436, 0.5816
18.7064, 7.0124, 2.6383, 4.1467, 18.7541, 7.0081, 3.0187, 3.5453, R, 0.0787, 0.0955, 0.7402, 0.5818
18.8359, 7.2212, 2.5389, 4.2030, 18.9508, 7.1660, 3.1129, 3.4838, L, 0.0792, 0.0951, 0.7384, 0.5837
18.9604, 7.4328, 2.4377, 4.2574, 19.0517, 7.3243, 2.7881, 3.3688, R, 0.0794, 0.0952, 0.7349, 0.5884
19.0798, 7.6471, 2.3345, 4.3098, 19.1267, 7.6448, 2.6135, 3.7740, L, 0.0791, 0.0947, 0.7311, 0.5878
19.1939, 7.8640, 2.2295, 4.3602, 19.2560, 7.8272, 2.5933, 3.7498, R, 0.0789, 0.0942, 0.7278, 0.5880
19.3028, 8.0833, 2.1227, 4.4084, 19.3266, 8.0772, 2.4575, 3.9248, L, 0.0785, 0.0936, 0.7244, 0.5869
19.4062, 8.3050, 2.0141, 4.4544, 19.4313, 8.2678, 2.4232, 3.9153, R, 0.0781, 0.0932, 0.7215, 0.5864
19.5042, 8.5289, 1.9038, 4.4982, 19.5252, 8.4248, 2.3842, 3.8250, L, 0.0776, 0.0933, 0.7192, 0.5875
19.5966, 8.7549, 1.7919, 4.5396, 19.6283, 8.5992, 2.2416, 3.7335, R, 0.0773, 0.0943, 0.7167, 0.5904
19.6835, 8.9830, 1.6784, 4.5785, 19.7840, 8.8002, 2.3214, 3.7571, L, 0.0776, 0.0957, 0.7159, 0.5935
19.7645, 9.2129, 1.5634, 4.6149, 19.8703, 8.9888, 2.1100, 3.6971, R, 0.0779, 0.0981, 0.7143, 0.5981
19.8398, 9.4446, 1.4470, 4.6487, 19.9867, 9.2595, 2.0996, 3.9096, L, 0.0790, 0.0994, 0.7136, 0.5998
19.9093, 9.6779, 1.3292, 4.6798, 20.0468, 9.4435, 1.8127, 3.7961, R, 0.0799, 0.1019, 0.7115, 0.6036
19.9728, 9.9128, 1.2100, 4.7083, 20.1160, 9.7294, 1.7341, 4.0430, L, 0.0808, 0.1031, 0.7098, 0.6043
20.0303, 10.1489, 1.0897, 4.7339, 20.1788, 9.9737, 1.6820, 4.1633, R, 0.0819, 0.1041, 0.7086, 0.6039
20.0818, 10.3863, 0.9683, 4.7567, 20.2153, 10.2923, 1.5449, 4.4528, L, 0.0826, 0.1040, 0.7074, 0.6016
20.1271, 10.6247, 0.8457, 4.7765, 20.2423, 10.4975, 1.2388, 4.3115, R, 0.0830, 0.1043, 0.7048, 0.6003
20.1663, 10.8640, 0.7223, 4.7934, 20.2892, 10.8105, 1.1695, 4.5569, L, 0.0835, 0.1039, 0.7027, 0.5977
20.1993, 11.1041, 0.5979, 4.8073, 20.3167, 11.0629, 1.0362, 4.5946, R, 0.0839, 0.1034, 0.7005, 0.5950
20.2261, 11.3449, 0.4727, 4.8181, 20.3517, 11.3171, 0.9920, 4.6602, L, 0.0844, 0.1030, 0.6989, 0.5922
20.2466, 11.5861, 0.3469, 4.8257, 20.3157, 11.5240, 0.4828, 4.4215, R, 0.0843, 0.1026, 0.6955, 0.5906
20.2608, 11.8275, 0.2204, 4.8303, 20.3799, 11.7840, 0.5474, 4.5032, L, 0.0847, 0.1022, 0.6928, 0.5886
20.2687, 12.0692, 0.0935, 4.8316, 20.4020, 12.0137, 0.6243, 4.5710, R, 0.0853, 0.1019, 0.6914, 0.5863
20.2701, 12.3108, -0.0339, 4.8297, 20.3823, 12.3395, 0.4786, 4.8241, L, 0.0856, 0.1014, 0.6899, 0.5834
20.2652, 12.5522, -0.1615, 4.8245, 20.3498, 12.5387, 0.0702, 4.5422, R, 0.0856, 0.1009, 0.6869, 0.5813
20.2540, 12.7933, -0.2894, 4.8161, 20.3727, 12.7924, 0.0984, 4.5998, L, 0.0860, 0.1004, 0.6847, 0.5789
20.2363, 13.0339, -0.4173, 4.8043, 20.3738, 12.9917, -0.0236, 4.4414, R, 0.0866, 0.1000, 0.6825, 0.5772
20.2122, 13.2738, -0.5453, 4.7892, 20.3361, 13.2185, -0.1012, 4.4654, L, 0.0870, 0.0997, 0.6807, 0.5754
20.1818, 13.5129, -0.6731, 4.7707, 20.3049, 13.4311, -0.2222, 4.4003, R, 0.0874, 0.0996, 0.6789, 0.5738
20.1449, 13.7509, -0.8008, 4.7489, 20.2744, 13.7255, -0.2959, 4.5847, L, 0.0879, 0.0991, 0.6775, 0.5714
20.1017, 13.9878, -0.9280, 4.7237, 20.2336, 13.9202, -0.5227, 4.3768, R, 0.0884, 0.0989, 0.6756, 0.5697
20.0521, 14.2233, -1.0549, 4.6952, 20.1644, 14.2126, -0.6465, 4.5664, L, 0.0886, 0.0985, 0.6736, 0.5673
19.9962, 14.4573, -1.1812, 4.6633, 20.0995, 14.4195, -0.8250, 4.4383, R, 0.0888, 0.0981, 0.6715, 0.5652
19.9340, 14.6897, -1.3069, 4.6280, 19.9753, 14.7151, -1.0341, 4.6412, L, 0.0885, 0.0977, 0.6690, 0.5627
19.8655, 14.9202, -1.4318, 4.5894, 19.9121, 14.9131, -1.1107, 4.5112, R, 0.0882, 0.0972, 0.6667, 0.5602
19.7908, 15.1486, -1.5558, 4.5475, 19.8898, 15.1404, -1.0409, 4.5035, L, 0.0883, 0.0968, 0.6655, 0.5578
19.7099, 15.3749, -1.6789, 4.5023, 19.7869, 15.3071, -1.5616, 4.0327, R, 0.0882, 0.0966, 0.6627, 0.5571
19.6229, 15.5989, -1.8008, 4.4537, 19.7554, 15.4988, -1.4573, 3.9928, L, 0.0887, 0.0966, 0.6607, 0.5564
19.5298, 15.8203, -1.9216, 4.4019, 19.6769, 15.6753, -1.5181, 3.8914, R, 0.0893, 0.0972, 0.6589, 0.5560
19.4307, 16.0390, -2.0411, 4.3469, 19.5519, 15.9276, -1.6509, 4.0428, L, 0.0897, 0.0973, 0.6571, 0.5543
19.3257, 16.2549, -2.1592, 4.2887, 19.4541, 16.1189, -1.7025, 4.0032, R, 0.0900, 0.0977, 0.6557, 0.5526
19.2148, 16.4679, -2.2759, 4.2273, 19.3403, 16.3204, -1.7651, 4.0167, L, 0.0904, 0.0982, 0.6546, 0.5507
19.0981, 16.6777, -2.3909, 4.1628, 19.2342, 16.4925, -1.9493, 3.8159, R, 0.0909, 0.0992, 0.6532, 0.5493
18.9757, 16.8841, -2.5042, 4.0953, 19.0825, 16.7456, -2.0972, 3.9780, L, 0.0910, 0.0996, 0.6515, 0.5472
18.8477, 17.0872, -2.6157, 4.0248, 18.9411, 16.9146, -2.4939, 3.6183, R, 0.0910, 0.1004, 0.6490, 0.5462
18.7142, 17.2866, -2.7253, 3.9513, 18.7273, 17.2041, -2.7420, 3.8970, L, 0.0907, 0.1003, 0.6464, 0.5440
18.5752, 17.4822, -2.8330, 3.8749, 18.6070, 17.4091, -2.5967, 4.0230, R, 0.0904, 0.1001, 0.6442, 0.5420
18.4309, 17.6740, -2.9386, 3.7957, 18.3807, 17.6389, -2.8245, 4.1226, L, 0.0901, 0.0997, 0.6417, 0.5407
18.2814, 17.8617, -3.0420, 3.7137, 18.2306, 17.8257, -2.8837, 4.0328, R, 0.0899, 0.0994, 0.6394, 0.5393
18.1268, 18.0453, -3.1432, 3.6291, 18.1187, 18.0178, -2.8067, 3.9998, L, 0.0895, 0.0990, 0.6376, 0.5382
17.9671, 18.2246, -3.2420, 3.5418, 17.9495, 18.1546, -3.0941, 3.6028, R, 0.0892, 0.0988, 0.6352, 0.5361
17.8026, 18.3994, -3.3385, 3.4520, 17.8395, 18.2895, -2.9714, 3.4868, L, 0.0889, 0.0989, 0.6336, 0.5341
17.6334, 18.5697, -3.4325, 3.3597, 17.7130, 18.4525, -3.0034, 3.3580, R, 0.0888, 0.0991, 0.6323, 0.5321
17.4595, 18.7353, -3.5239, 3.2651, 17.5009, 18.6647, -3.1649, 3.4779, L, 0.0886, 0.0989, 0.6307, 0.5304
17.2810, 18.8962, -3.6127, 3.1682, 17.3278, 18.7884, -3.3420, 3.1834, R, 0.0883, 0.0990, 0.6288, 0.5284
17.0983, 19.0521, -3.6988, 3.0690, 17.1726, 18.9293, -3.3059, 3.1391, L, 0.0882, 0.0992, 0.6274, 0.5265
16.9113, 19.2030, -3.7822, 2.9678, 17.0033, 19.0909, -3.4007, 3.0545, R, 0.0883, 0.0993, 0.6259, 0.5246
16.7201, 19.3488, -3.8628, 2.8646, 16.7784, 19.2240, -3.5165, 3.0314, L, 0.0881, 0.0995, 0.6243, 0.5229
16.5251, 19.4894, -3.9405, 2.7594, 16.5839, 19.3716, -3.6968, 2.8626, R, 0.0879, 0.0996, 0.6224, 0.5211
16.3262, 19.6246, -4.0153, 2.6524, 16.3367, 19.5610, -3.8628, 2.9845, L, 0.0876, 0.0994, 0.6203, 0.5199
16.1237, 19.7545, -4.0872, 2.5436, 16.1181, 19.6309, -4.0466, 2.6152, R, 0.0873, 0.0996, 0.6181, 0.5181
15.9176, 19.8789, -4.1560, 2.4333, 15.9056, 19.7884, -4.0832, 2.6759, L, 0.0870, 0.0995, 0.6159, 0.5167
15.7082, 19.9978, -4.2218, 2.3214, 15.7096, 19.9051, -4.0518, 2.6407, R, 0.0867, 0.0995, 0.6139, 0.5156
15.4956, 20.1110, -4.2846, 2.2081, 15.4669, 20.0824, -4.1677, 2.7507, L, 0.0864, 0.0992, 0.6118, 0.5157
15.2799, 20.2185, -4.3443, 2.0935, 15.2356, 20.2271, -4.3284, 2.6330, R, 0.0862, 0.0988, 0.6097, 0.5159
15.0613, 20.3203, -4.4008, 1.9776, 15.0680, 20.3574, -4.2126, 2.6135, L, 0.0859, 0.0985, 0.6078, 0.5168
14.8400, 20.4162, -4.4542, 1.8607, 14.8319, 20.4340, -4.3941, 2.2985, R, 0.0856, 0.0982, 0.6057, 0.5163
14.6161, 20.5063, -4.5044, 1.7427, 14.6229, 20.5572, -4.3726, 2.3122, L, 0.0853, 0.0980, 0.6038, 0.5167
14.3897, 20.5904, -4.5515, 1.6239, 14.3759, 20.6431, -4.5758, 2.0382, R, 0.0850, 0.0977, 0.6017, 0.5161
14.1611, 20.6686, -4.5954, 1.5042, 14.1331, 20.7195, -4.5972, 1.9898, L, 0.0848, 0.0975, 0.5997, 0.5159
13.9304, 20.7408, -4.6361, 1.3839, 13.8879, 20.7883, -4.7453, 1.7360, R, 0.0846, 0.0972, 0.5978, 0.5150
13.6977, 20.8070, -4.6736, 1.2629, 13.6069, 20.8603, -4.8437, 1.7196, L, 0.0846, 0.0970, 0.5960, 0.5146
13.4632, 20.8671, -4.7079, 1.1415, 13.3544, 20.8876, -5.0113, 1.3245, R, 0.0848, 0.0967, 0.5945, 0.5131
13.2271, 20.9211, -4.7390, 1.0197, 13.1184, 20.9251, -4.9630, 1.2614, L, 0.0850, 0.0964, 0.5928, 0.5118
12.9895, 20.9690, -4.7670, 0.8977, 12.8761, 20.9810, -5.0103, 1.1347, R, 0.0852, 0.0961, 0.5912, 0.5105
12.7506, 21.0108, -4.7919, 0.7755, 12.7073, 21.0164, -4.8019, 1.0666, L, 0.0850, 0.0958, 0.5893, 0.5094
12.5106, 21.0465, -4.8136, 0.6532, 12.4374, 21.0573, -4.9672, 0.8807, R, 0.0849, 0.0955, 0.5876, 0.5081
12.2695, 21.0761, -4.8322, 0.5309, 12.1940, 21.1015, -4.9550, 0.8794, L, 0.0848, 0.0952, 0.5858, 0.5072
12.0276, 21.0996, -4.8477, 0.4088, 11.9471, 21.1172, -5.0468, 0.6260, R, 0.0848, 0.0949, 0.5841, 0.5059
11.7850, 21.1170, -4.8602, 0.2869, 11.7188, 21.0886, -4.9616, 0.4988, L, 0.0847, 0.0946, 0.5823, 0.5046
11.5418, 21.1283, -4.8697, 0.1653, 11.4596, 21.0721, -5.0546, 0.2592, R, 0.0847, 0.0944, 0.5807, 0.5031
11.2982, 21.1335, -4.8762, 0.0441, 11.2631, 21.0662, -4.9076, 0.2056, L, 0.0845, 0.0943, 0.5789, 0.5017
11.0544, 21.1327, -4.8798, -0.0766, 10.9915, 21.0264, -5.0360, -0.0541, R, 0.0844, 0.0944, 0.5772, 0.5001
10.8105, 21.1259, -4.8805, -0.1966, 10.8022, 20.9889, -4.8664, -0.1404, L, 0.0841, 0.0947, 0.5755, 0.4986
10.5666, 21.1131, -4.8784, -0.3160, 10.5283, 20.9891, -4.9469, -0.1172, R, 0.0839, 0.0949, 0.5737, 0.4973
10.3229, 21.0943, -4.8735, -0.4347, 10.2270, 21.0385, -5.1040, 0.0065, L, 0.0840, 0.0947, 0.5723, 0.4970
10.0795, 21.0697, -4.8658, -0.5525, 9.9666, 21.0198, -5.1937, -0.2153, R, 0.0842, 0.0945, 0.5711, 0.4962
9.8366, 21.0391, -4.8555, -0.6693, 9.8136, 20.9768, -4.9131, -0.3056, L, 0.0840, 0.0943, 0.5694, 0.4955
9.5942, 21.0028, -4.8426, -0.7852, 9.5635, 20.9643, -4.9309, -0.3113, R, 0.0837, 0.0941, 0.5678, 0.4954
9.3526, 20.9607, -4.8271, -0.9000, 9.4039, 20.9147, -4.6986, -0.3991, L, 0.0836, 0.0939, 0.5662, 0.4954
9.1118, 20.9128, -4.8092, -1.0136, 9.1736, 20.8682, -4.7672, -0.6680, R, 0.0835, 0.0937, 0.5645, 0.4947
8.8719, 20.8594, -4.7888, -1.1260, 8.8517, 20.8521, -4.9851, -0.6142, L, 0.0832, 0.0934, 0.5631, 0.4948
8.6331, 20.8003, -4.7661, -1.2372, 8.6268, 20.7696, -4.9749, -0.9047, R, 0.0830, 0.0932, 0.5616, 0.4940
8.3956, 20.7358, -4.7411, -1.3470, 8.3407, 20.6905, -5.0575, -0.9613, L, 0.0829, 0.0930, 0.5605, 0.4934
8.1593, 20.6657, -4.7139, -1.4554, 8.0878, 20.6121, -5.1085, -1.1862, R, 0.0828, 0.0928, 0.5597, 0.4924
7.9244, 20.5903, -4.6845, -1.5624, 7.8603, 20.5290, -5.0286, -1.2378, L, 0.0827, 0.0926, 0.5587, 0.4916
7.6911, 20.5096, -4.6531, -1.6678, 7.6233, 20.4447, -5.0627, -1.5090, R, 0.0826, 0.0925, 0.5580, 0.4904
7.4594, 20.4237, -4.6198, -1.7717, 7.2976, 20.3877, -5.2553, -1.4590, L, 0.0833, 0.0923, 0.5585, 0.4896
7.2294, 20.3326, -4.5845, -1.8740, 7.0338, 20.2945, -5.2773, -1.5777, R, 0.0843, 0.0921, 0.5593, 0.4887
7.0012, 20.2364, -4.5474, -1.9746, 6.7891, 20.2069, -5.2249, -1.5978, L, 0.0856, 0.0918, 0.5600, 0.4881
6.7749, 20.1352, -4.5085, -2.0736, 6.5373, 20.1168, -5.2229, -1.7048, R, 0.0872, 0.0916, 0.5610, 0.4876
6.5506, 20.0292, -4.4680, -2.1708, 6.3201, 20.0208, -5.1056, -1.7325, L, 0.0886, 0.0913, 0.5615, 0.4873
6.3283, 19.9183, -4.4260, -2.2663, 6.0822, 19.9275, -5.0977, -1.8884, R, 0.0902, 0.0911, 0.5621, 0.4868
6.1082, 19.8027, -4.3824, -2.3599, 5.8404, 19.8305, -5.0630, -1.8952, L, 0.0921, 0.0909, 0.5628, 0.4866
5.8903, 19.6824, -4.3374, -2.4518, 5.5733, 19.6879, -5.1496, -2.2260, R, 0.0948, 0.0906, 0.5645, 0.4856
5.6747, 19.5577, -4.2911, -2.5418, 5.4594, 19.5545, -4.7682, -2.2876, L, 0.0959, 0.0904, 0.5641, 0.4847
5.4615, 19.4284, -4.2436, -2.6299, 5.2412, 19.4044, -4.7364, -2.4859, R, 0.0970, 0.0901, 0.5637, 0.4835
5.2506, 19.2948, -4.1949, -2.7162, 5.0594, 19.2989, -4.5982, -2.4585, L, 0.0977, 0.0899, 0.5630, 0.4825
5.0422, 19.1570, -4.1451, -2.8006, 4.8642, 19.1842, -4.5102, -2.4563, R, 0.0983, 0.0897, 0.5621, 0.4819
4.8363, 19.0150, -4.0943, -2.8830, 4.7402, 19.0346, -4.2364, -2.5190, L, 0.0983, 0.0895, 0.5607, 0.4814
4.6330, 18.8689, -4.0426, -2.9636, 4.5075, 18.8822, -4.3321, -2.7746, R, 0.0985, 0.0892, 0.5596, 0.4803
